id,dim_1_id,attr_1,attr_2,attr_3,date_associated,numerator,denominator,created_at,updated_at,loaded_by,metric_id_id,row_status
44,11,Shanelle,Written,,2014-10-01,28,60,2016-11-05 17:43:08.478921,2016-11-05 17:43:08.586942,,1,1
45,11,Sol,Written,,2014-10-01,57,60,2016-11-05 17:43:08.679872,2016-11-05 17:43:08.775893,,1,1
46,11,Paulene,Written,,2014-10-01,52,60,2016-11-05 17:43:08.859752,2016-11-05 17:43:08.964972,,1,1
47,11,Laurence,Written,,2014-10-01,51,60,2016-11-05 17:43:09.068727,2016-11-05 17:43:09.164791,,1,1
48,11,Vernie,Written,,2014-10-01,45,60,2016-11-05 17:43:09.257689,2016-11-05 17:43:09.353664,,1,1
49,11,Sherryl,Written,,2014-10-01,52,60,2016-11-05 17:43:09.458129,2016-11-05 17:43:09.542589,,1,1
50,11,Joellen,Written,,2014-10-01,35,60,2016-11-05 17:43:09.623940,2016-11-05 17:43:09.731647,,1,1
51,11,Georgene,Written,,2014-10-01,35,60,2016-11-05 17:43:09.846578,2016-11-05 17:43:09.942625,,1,1
52,11,Mariel,Written,,2014-10-01,32,60,2016-11-05 17:43:10.023055,2016-11-05 17:43:10.131535,,1,1
53,11,Hermina,Written,,2014-10-01,34,60,2016-11-05 17:43:10.212337,2016-11-05 17:43:10.298125,,1,1
54,11,Morgan,Written,,2014-10-01,57,60,2016-11-05 17:43:10.401502,2016-11-05 17:43:10.487069,,1,1
55,11,Elicia,Written,,2014-10-01,36,60,2016-11-05 17:43:10.579180,2016-11-05 17:43:10.665034,,1,1
56,11,Quentin,Written,,2014-10-01,47,60,2016-11-05 17:43:10.768081,2016-11-05 17:43:10.853768,,1,1
57,11,Bari,Written,,2014-10-01,58,60,2016-11-05 17:43:10.967792,2016-11-05 17:43:11.065075,,1,1
58,11,Denice,Written,,2014-10-01,41,60,2016-11-05 17:43:11.157489,2016-11-05 17:43:11.265176,,1,1
59,11,Sam,Written,,2014-10-01,35,60,2016-11-05 17:43:11.412117,2016-11-05 17:43:11.498233,,1,1
60,11,Kenton,Written,,2014-10-01,27,60,2016-11-05 17:43:11.604264,2016-11-05 17:43:11.687066,,1,1
61,11,Sheilah,Practical,,2014-12-01,66,100,2016-11-05 17:43:11.789846,2016-11-05 17:43:11.887094,,1,1
62,11,Hanna,Practical,,2014-12-01,35,100,2016-11-05 17:43:11.968222,2016-11-05 17:43:12.154231,,1,1
63,11,Angel,Practical,,2014-12-01,79,100,2016-11-05 17:43:12.289898,2016-11-05 17:43:12.409352,,1,1
64,11,Cierra,Practical,,2014-12-01,65,100,2016-11-05 17:43:12.534773,2016-11-05 17:43:12.620493,,1,1
65,11,Peg,Practical,,2014-12-01,71,100,2016-11-05 17:43:12.712999,2016-11-05 17:43:12.809333,,1,1
66,11,Karole,Practical,,2014-12-01,45,100,2016-11-05 17:43:12.901681,2016-11-05 17:43:13.009499,,1,1
67,11,Eliz,Practical,,2014-12-01,61,100,2016-11-05 17:43:13.112543,2016-11-05 17:43:13.187276,,1,1
68,11,Laurence,Practical,,2014-12-01,73,100,2016-11-05 17:43:13.280010,2016-11-05 17:43:13.387126,,1,1
69,11,Lenora,Practical,,2014-12-01,66,100,2016-11-05 17:43:13.480215,2016-11-05 17:43:13.576039,,1,1
70,11,Chelsie,Practical,,2014-12-01,86,100,2016-11-05 17:43:13.668821,2016-11-05 17:43:13.776055,,1,1
71,11,Shawn,Practical,,2014-12-01,86,100,2016-11-05 17:43:13.870266,2016-11-05 17:43:13.987256,,1,1
72,11,Laurette,Practical,,2014-12-01,77,100,2016-11-05 17:43:14.069388,2016-11-05 17:43:14.176111,,1,1
73,11,Susie,Practical,,2014-12-01,71,100,2016-11-05 17:43:14.281102,2016-11-05 17:43:14.376162,,1,1
74,11,Shanelle,Practical,,2014-12-01,42,100,2016-11-05 17:43:14.469584,2016-11-05 17:43:14.587208,,1,1
75,11,Sol,Practical,,2014-12-01,92,100,2016-11-05 17:43:14.712454,2016-11-05 17:43:14.798433,,1,1
76,11,Paulene,Practical,,2014-12-01,55,100,2016-11-05 17:43:14.902820,2016-11-05 17:43:15.010509,,1,1
77,11,Laurence,Practical,,2014-12-01,52,100,2016-11-05 17:43:15.113320,2016-11-05 17:43:15.198440,,1,1
78,11,Vernie,Practical,,2014-12-01,68,100,2016-11-05 17:43:15.323671,2016-11-05 17:43:15.420601,,1,1
79,11,Sherryl,Practical,,2014-12-01,72,100,2016-11-05 17:43:15.512785,2016-11-05 17:43:15.609505,,1,1
80,11,Joellen,Practical,,2014-12-01,98,100,2016-11-05 17:43:15.701986,2016-11-05 17:43:15.809501,,1,1
81,11,Georgene,Practical,,2014-12-01,84,100,2016-11-05 17:43:15.903177,2016-11-05 17:43:15.998391,,1,1
82,11,Mariel,Practical,,2014-12-01,65,100,2016-11-05 17:43:16.091088,2016-11-05 17:43:16.198410,,1,1
83,11,Hermina,Practical,,2014-12-01,83,100,2016-11-05 17:43:16.282335,2016-11-05 17:43:16.520609,,1,1
84,11,Morgan,Practical,,2014-12-01,43,100,2016-11-05 17:43:16.613111,2016-11-05 17:43:16.698642,,1,1
85,11,Elicia,Practical,,2014-12-01,90,100,2016-11-05 17:43:16.790129,2016-11-05 17:43:16.909553,,1,1
86,11,Quentin,Practical,,2014-12-01,86,100,2016-11-05 17:43:17.035468,2016-11-05 17:43:17.153975,,1,1
87,11,Bari,Practical,,2014-12-01,55,100,2016-11-05 17:43:17.246852,2016-11-05 17:43:17.331847,,1,1
88,11,Denice,Practical,,2014-12-01,41,100,2016-11-05 17:43:17.423935,2016-11-05 17:43:17.531938,,1,1
89,11,Sam,Practical,,2014-12-01,69,100,2016-11-05 17:43:17.635426,2016-11-05 17:43:17.720639,,1,1
90,11,Kenton,Practical,,2014-12-01,51,100,2016-11-05 17:43:17.812839,2016-11-05 17:43:17.920686,,1,1
91,12,Sheilah,Oral,,2014-08-02,15,40,2016-11-05 17:43:18.012581,2016-11-05 17:43:18.109565,,1,1
92,12,Hanna,Oral,,2014-08-02,16,40,2016-11-05 17:43:18.201335,2016-11-05 17:43:18.320697,,1,1
93,12,Angel,Oral,,2014-08-02,17,40,2016-11-05 17:43:18.449675,2016-11-05 17:43:18.565188,,1,1
94,12,Cierra,Oral,,2014-08-02,28,40,2016-11-05 17:43:18.657065,2016-11-05 17:43:18.742966,,1,1
95,12,Peg,Oral,,2014-08-02,19,40,2016-11-05 17:43:18.834708,2016-11-05 17:43:18.942990,,1,1
96,12,Karole,Oral,,2014-08-02,27,40,2016-11-05 17:43:19.035784,2016-11-05 17:43:19.120858,,1,1
97,12,Eliz,Oral,,2014-08-02,32,40,2016-11-05 17:43:19.234594,2016-11-05 17:43:19.320825,,1,1
98,12,Laurence,Oral,,2014-08-02,24,40,2016-11-05 17:43:19.434698,2016-11-05 17:43:19.520854,,1,1
99,12,Lenora,Oral,,2014-08-02,22,40,2016-11-05 17:43:19.647865,2016-11-05 17:43:19.754083,,1,1
100,12,Chelsie,Oral,,2014-08-02,30,40,2016-11-05 17:43:19.857635,2016-11-05 17:43:19.954217,,1,1
101,12,Shawn,Oral,,2014-08-02,29,40,2016-11-05 17:43:20.058602,2016-11-05 17:43:20.165240,,1,1
102,12,Laurette,Oral,,2014-08-02,26,40,2016-11-05 17:43:20.301527,2016-11-05 17:43:20.387451,,1,1
103,12,Susie,Oral,,2014-08-02,33,40,2016-11-05 17:43:20.490259,2016-11-05 17:43:20.576595,,1,1
104,12,Shanelle,Oral,,2014-08-02,28,40,2016-11-05 17:43:20.669854,2016-11-05 17:43:20.776382,,1,1
105,12,Sol,Oral,,2014-08-02,21,40,2016-11-05 17:43:20.868851,2016-11-05 17:43:20.954202,,1,1
106,12,Paulene,Oral,,2014-08-02,34,40,2016-11-05 17:43:21.047017,2016-11-05 17:43:21.154151,,1,1
107,12,Laurence,Oral,,2014-08-02,25,40,2016-11-05 17:43:21.390359,2016-11-05 17:43:21.476671,,1,1
108,12,Vernie,Oral,,2014-08-02,39,40,2016-11-05 17:43:21.601792,2016-11-05 17:43:21.698736,,1,1
109,12,Sherryl,Oral,,2014-08-02,34,40,2016-11-05 17:43:21.790978,2016-11-05 17:43:21.888458,,1,1
110,12,Joellen,Oral,,2014-08-02,38,40,2016-11-05 17:43:21.968176,2016-11-05 17:43:22.054189,,1,1
111,12,Georgene,Oral,,2014-08-02,26,40,2016-11-05 17:43:22.168228,2016-11-05 17:43:22.265510,,1,1
112,12,Mariel,Oral,,2014-08-02,31,40,2016-11-05 17:43:22.357490,2016-11-05 17:43:22.609792,,1,1
113,12,Hermina,Oral,,2014-08-02,28,40,2016-11-05 17:43:22.713226,2016-11-05 17:43:22.798664,,1,1
114,12,Morgan,Oral,,2014-08-02,25,40,2016-11-05 17:43:22.901721,2016-11-05 17:43:22.987669,,1,1
115,12,Elicia,Oral,,2014-08-02,17,40,2016-11-05 17:43:23.102302,2016-11-05 17:43:23.187802,,1,1
116,12,Quentin,Oral,,2014-08-02,25,40,2016-11-05 17:43:23.268763,2016-11-05 17:43:23.365486,,1,1
117,12,Bari,Oral,,2014-08-02,24,40,2016-11-05 17:43:23.459381,2016-11-05 17:43:23.698937,,1,1
118,12,Denice,Oral,,2014-08-02,18,40,2016-11-05 17:43:23.781796,2016-11-05 17:43:23.876624,,1,1
119,12,Sam,Oral,,2014-08-02,16,40,2016-11-05 17:43:23.990596,2016-11-05 17:43:24.076600,,1,1
120,12,Kenton,Oral,,2014-08-02,21,40,2016-11-05 17:43:24.179644,2016-11-05 17:43:24.277578,,1,1
121,12,Sheilah,Written,,2014-10-02,31,60,2016-11-05 17:43:24.402787,2016-11-05 17:43:24.498724,,1,1
122,12,Hanna,Written,,2014-10-02,41,60,2016-11-05 17:43:24.705844,2016-11-05 17:43:24.820981,,1,1
123,12,Angel,Written,,2014-10-02,36,60,2016-11-05 17:43:24.901893,2016-11-05 17:43:25.020996,,1,1
124,12,Cierra,Written,,2014-10-02,35,60,2016-11-05 17:43:25.103972,2016-11-05 17:43:25.199050,,1,1
125,12,Peg,Written,,2014-10-02,43,60,2016-11-05 17:43:25.302544,2016-11-05 17:43:25.387843,,1,1
126,12,Karole,Written,,2014-10-02,29,60,2016-11-05 17:43:25.470032,2016-11-05 17:43:25.587699,,1,1
127,12,Eliz,Written,,2014-10-02,25,60,2016-11-05 17:43:25.680761,2016-11-05 17:43:25.954355,,1,1
128,12,Laurence,Written,,2014-10-02,59,60,2016-11-05 17:43:26.046962,2016-11-05 17:43:26.145237,,1,1
129,12,Lenora,Written,,2014-10-02,51,60,2016-11-05 17:43:26.224106,2016-11-05 17:43:26.321211,,1,1
130,12,Chelsie,Written,,2014-10-02,47,60,2016-11-05 17:43:26.446877,2016-11-05 17:43:26.532300,,1,1
131,12,Shawn,Written,,2014-10-02,33,60,2016-11-05 17:43:26.624334,2016-11-05 17:43:26.744858,,1,1
132,12,Laurette,Written,,2014-10-02,33,60,2016-11-05 17:43:26.981062,2016-11-05 17:43:27.032336,,1,1
133,12,Susie,Written,,2014-10-02,35,60,2016-11-05 17:43:27.135767,2016-11-05 17:43:27.210256,,1,1
134,12,Shanelle,Written,,2014-10-02,47,60,2016-11-05 17:43:27.282345,2016-11-05 17:43:27.376922,,1,1
135,12,Sol,Written,,2014-10-02,25,60,2016-11-05 17:43:27.448519,2016-11-05 17:43:27.532454,,1,1
136,12,Paulene,Written,,2014-10-02,26,60,2016-11-05 17:43:27.648529,2016-11-05 17:43:27.710361,,1,1
137,12,Laurence,Written,,2014-10-02,40,60,2016-11-05 17:43:27.790596,2016-11-05 17:43:27.865882,,1,1
138,12,Vernie,Written,,2014-10-02,50,60,2016-11-05 17:43:28.081666,2016-11-05 17:43:28.143573,,1,1
139,12,Sherryl,Written,,2014-10-02,33,60,2016-11-05 17:43:28.235256,2016-11-05 17:43:28.332418,,1,1
140,12,Joellen,Written,,2014-10-02,32,60,2016-11-05 17:43:28.413307,2016-11-05 17:43:28.487997,,1,1
141,12,Georgene,Written,,2014-10-02,36,60,2016-11-05 17:43:28.591173,2016-11-05 17:43:28.700548,,1,1
142,12,Mariel,Written,,2014-10-02,38,60,2016-11-05 17:43:28.781394,2016-11-05 17:43:28.887998,,1,1
143,12,Hermina,Written,,2014-10-02,28,60,2016-11-05 17:43:28.968781,2016-11-05 17:43:29.158657,,1,1
144,12,Morgan,Written,,2014-10-02,32,60,2016-11-05 17:43:29.270031,2016-11-05 17:43:29.343595,,1,1
145,12,Elicia,Written,,2014-10-02,30,60,2016-11-05 17:43:29.441199,2016-11-05 17:43:29.504891,,1,1
146,12,Quentin,Written,,2014-10-02,46,60,2016-11-05 17:43:29.596695,2016-11-05 17:43:29.660497,,1,1
147,12,Bari,Written,,2014-10-02,55,60,2016-11-05 17:43:29.754129,2016-11-05 17:43:29.816233,,1,1
148,12,Denice,Written,,2014-10-02,25,60,2016-11-05 17:43:29.921302,2016-11-05 17:43:29.993986,,1,1
149,12,Sam,Written,,2014-10-02,44,60,2016-11-05 17:43:30.078031,2016-11-05 17:43:30.338308,,1,1
150,12,Kenton,Written,,2014-10-02,37,60,2016-11-05 17:43:30.409013,2016-11-05 17:43:30.482925,,1,1
151,12,Sheilah,Practical,,2014-12-02,96,100,2016-11-05 17:43:30.576450,2016-11-05 17:43:30.667729,,1,1
152,12,Hanna,Practical,,2014-12-02,88,100,2016-11-05 17:43:30.752761,2016-11-05 17:43:30.849478,,1,1
153,12,Angel,Practical,,2014-12-02,61,100,2016-11-05 17:43:30.997562,2016-11-05 17:43:31.116313,,1,1
154,12,Cierra,Practical,,2014-12-02,63,100,2016-11-05 17:43:31.197909,2016-11-05 17:43:31.416123,,1,1
155,12,Peg,Practical,,2014-12-02,63,100,2016-11-05 17:43:31.508273,2016-11-05 17:43:31.583041,,1,1
156,12,Karole,Practical,,2014-12-02,56,100,2016-11-05 17:43:31.663695,2016-11-05 17:43:31.760610,,1,1
157,12,Eliz,Practical,,2014-12-02,67,100,2016-11-05 17:43:31.841174,2016-11-05 17:43:31.916284,,1,1
158,12,Laurence,Practical,,2014-12-02,79,100,2016-11-05 17:43:32.019447,2016-11-05 17:43:32.094074,,1,1
159,12,Lenora,Practical,,2014-12-02,71,100,2016-11-05 17:43:32.174753,2016-11-05 17:43:32.271995,,1,1
160,12,Chelsie,Practical,,2014-12-02,50,100,2016-11-05 17:43:32.485459,2016-11-05 17:43:32.571739,,1,1
161,12,Shawn,Practical,,2014-12-02,91,100,2016-11-05 17:43:32.675313,2016-11-05 17:43:32.756642,,1,1
162,12,Laurette,Practical,,2014-12-02,43,100,2016-11-05 17:43:32.831836,2016-11-05 17:43:32.938571,,1,1
163,12,Susie,Practical,,2014-12-02,38,100,2016-11-05 17:43:33.030189,2016-11-05 17:43:33.105989,,1,1
164,12,Shanelle,Practical,,2014-12-02,57,100,2016-11-05 17:43:33.197054,2016-11-05 17:43:33.416243,,1,1
165,12,Sol,Practical,,2014-12-02,52,100,2016-11-05 17:43:33.664840,2016-11-05 17:43:33.738444,,1,1
166,12,Paulene,Practical,,2014-12-02,76,100,2016-11-05 17:43:33.966767,2016-11-05 17:43:34.094265,,1,1
167,12,Laurence,Practical,,2014-12-02,68,100,2016-11-05 17:43:34.165752,2016-11-05 17:43:34.416336,,1,1
168,12,Vernie,Practical,,2014-12-02,78,100,2016-11-05 17:43:34.488098,2016-11-05 17:43:34.727421,,1,1
169,12,Sherryl,Practical,,2014-12-02,93,100,2016-11-05 17:43:34.819877,2016-11-05 17:43:34.949689,,1,1
170,12,Joellen,Practical,,2014-12-02,58,100,2016-11-05 17:43:35.054038,2016-11-05 17:43:35.283108,,1,1
171,12,Georgene,Practical,,2014-12-02,74,100,2016-11-05 17:43:35.366405,2016-11-05 17:43:35.634611,,1,1
172,12,Mariel,Practical,,2014-12-02,81,100,2016-11-05 17:43:35.841676,2016-11-05 17:43:35.916609,,1,1
173,12,Hermina,Practical,,2014-12-02,74,100,2016-11-05 17:43:36.164631,2016-11-05 17:43:36.238599,,1,1
174,12,Morgan,Practical,,2014-12-02,52,100,2016-11-05 17:43:36.477504,2016-11-05 17:43:36.705384,,1,1
175,12,Elicia,Practical,,2014-12-02,59,100,2016-11-05 17:43:36.774593,2016-11-05 17:43:37.005218,,1,1
176,12,Quentin,Practical,,2014-12-02,94,100,2016-11-05 17:43:37.087945,2016-11-05 17:43:37.227541,,1,1
177,12,Bari,Practical,,2014-12-02,77,100,2016-11-05 17:43:37.310516,2016-11-05 17:43:37.383160,,1,1
178,12,Denice,Practical,,2014-12-02,61,100,2016-11-05 17:43:37.475988,2016-11-05 17:43:37.549882,,1,1
179,12,Sam,Practical,,2014-12-02,65,100,2016-11-05 17:43:37.619137,2016-11-05 17:43:37.683260,,1,1
180,12,Kenton,Practical,,2014-12-02,81,100,2016-11-05 17:43:37.752977,2016-11-05 17:43:37.861052,,1,1
181,13,Sheilah,Oral,,2014-08-03,30,40,2016-11-05 17:43:37.930451,2016-11-05 17:43:38.012455,,1,1
182,13,Hanna,Oral,,2014-08-03,27,40,2016-11-05 17:43:38.130866,2016-11-05 17:43:38.383255,,1,1
183,13,Angel,Oral,,2014-08-03,26,40,2016-11-05 17:43:38.464646,2016-11-05 17:43:38.549771,,1,1
184,13,Cierra,Oral,,2014-08-03,16,40,2016-11-05 17:43:38.652451,2016-11-05 17:43:38.727722,,1,1
185,13,Peg,Oral,,2014-08-03,19,40,2016-11-05 17:43:38.808169,2016-11-05 17:43:38.912322,,1,1
186,13,Karole,Oral,,2014-08-03,25,40,2016-11-05 17:43:38.996958,2016-11-05 17:43:39.061053,,1,1
187,13,Eliz,Oral,,2014-08-03,23,40,2016-11-05 17:43:39.130277,2016-11-05 17:43:39.216475,,1,1
188,13,Laurence,Oral,,2014-08-03,27,40,2016-11-05 17:43:39.428763,2016-11-05 17:43:39.516528,,1,1
189,13,Lenora,Oral,,2014-08-03,39,40,2016-11-05 17:43:39.619113,2016-11-05 17:43:39.683192,,1,1
190,13,Chelsie,Oral,,2014-08-03,35,40,2016-11-05 17:43:39.753201,2016-11-05 17:43:39.838735,,1,1
191,13,Shawn,Oral,,2014-08-03,25,40,2016-11-05 17:43:39.953016,2016-11-05 17:43:40.079127,,1,1
192,13,Laurette,Oral,,2014-08-03,17,40,2016-11-05 17:43:40.175738,2016-11-05 17:43:40.249920,,1,1
193,13,Susie,Oral,,2014-08-03,34,40,2016-11-05 17:43:40.330662,2016-11-05 17:43:40.583211,,1,1
194,13,Shanelle,Oral,,2014-08-03,28,40,2016-11-05 17:43:40.653280,2016-11-05 17:43:40.716553,,1,1
195,13,Sol,Oral,,2014-08-03,16,40,2016-11-05 17:43:40.819691,2016-11-05 17:43:40.883413,,1,1
196,13,Paulene,Oral,,2014-08-03,18,40,2016-11-05 17:43:40.953002,2016-11-05 17:43:41.061085,,1,1
197,13,Laurence,Oral,,2014-08-03,23,40,2016-11-05 17:43:41.141776,2016-11-05 17:43:41.205484,,1,1
198,13,Vernie,Oral,,2014-08-03,35,40,2016-11-05 17:43:41.298471,2016-11-05 17:43:41.394361,,1,1
199,13,Sherryl,Oral,,2014-08-03,28,40,2016-11-05 17:43:41.475179,2016-11-05 17:43:41.727767,,1,1
200,13,Joellen,Oral,,2014-08-03,27,40,2016-11-05 17:43:41.819640,2016-11-05 17:43:41.916770,,1,1
201,13,Georgene,Oral,,2014-08-03,32,40,2016-11-05 17:43:41.986375,2016-11-05 17:43:42.068317,,1,1
202,13,Mariel,Oral,,2014-08-03,32,40,2016-11-05 17:43:42.141717,2016-11-05 17:43:42.249964,,1,1
203,13,Hermina,Oral,,2014-08-03,33,40,2016-11-05 17:43:42.310697,2016-11-05 17:43:42.394413,,1,1
204,13,Morgan,Oral,,2014-08-03,30,40,2016-11-05 17:43:42.487853,2016-11-05 17:43:42.550078,,1,1
205,13,Elicia,Oral,,2014-08-03,37,40,2016-11-05 17:43:42.808925,2016-11-05 17:43:42.883543,,1,1
206,13,Quentin,Oral,,2014-08-03,15,40,2016-11-05 17:43:42.964079,2016-11-05 17:43:43.061327,,1,1
207,13,Bari,Oral,,2014-08-03,25,40,2016-11-05 17:43:43.142419,2016-11-05 17:43:43.205508,,1,1
208,13,Denice,Oral,,2014-08-03,33,40,2016-11-05 17:43:43.319445,2016-11-05 17:43:43.388684,,1,1
209,13,Sam,Oral,,2014-08-03,39,40,2016-11-05 17:43:43.452963,2016-11-05 17:43:43.516805,,1,1
210,13,Kenton,Oral,,2014-08-03,34,40,2016-11-05 17:43:43.589551,2016-11-05 17:43:43.694455,,1,1
211,13,Sheilah,Written,,2014-10-03,44,60,2016-11-05 17:43:43.919811,2016-11-05 17:43:44.023800,,1,1
212,13,Hanna,Written,,2014-10-03,54,60,2016-11-05 17:43:44.119577,2016-11-05 17:43:44.216681,,1,1
213,13,Angel,Written,,2014-10-03,50,60,2016-11-05 17:43:44.297939,2016-11-05 17:43:44.394588,,1,1
214,13,Cierra,Written,,2014-10-03,41,60,2016-11-05 17:43:44.476621,2016-11-05 17:43:44.590354,,1,1
215,13,Peg,Written,,2014-10-03,44,60,2016-11-05 17:43:44.653225,2016-11-05 17:43:44.717040,,1,1
216,13,Karole,Written,,2014-10-03,44,60,2016-11-05 17:43:44.974796,2016-11-05 17:43:45.072548,,1,1
217,13,Eliz,Written,,2014-10-03,53,60,2016-11-05 17:43:45.153014,2016-11-05 17:43:45.238989,,1,1
218,13,Laurence,Written,,2014-10-03,31,60,2016-11-05 17:43:45.319807,2016-11-05 17:43:45.416729,,1,1
219,13,Lenora,Written,,2014-10-03,33,60,2016-11-05 17:43:45.662425,2016-11-05 17:43:45.750120,,1,1
220,13,Chelsie,Written,,2014-10-03,49,60,2016-11-05 17:43:45.995379,2016-11-05 17:43:46.083900,,1,1
221,13,Shawn,Written,,2014-10-03,49,60,2016-11-05 17:43:46.330862,2016-11-05 17:43:46.559387,,1,1
222,13,Laurette,Written,,2014-10-03,26,60,2016-11-05 17:43:46.653821,2016-11-05 17:43:46.892672,,1,1
223,13,Susie,Written,,2014-10-03,57,60,2016-11-05 17:43:46.986422,2016-11-05 17:43:47.239031,,1,1
224,13,Shanelle,Written,,2014-10-03,38,60,2016-11-05 17:43:47.462785,2016-11-05 17:43:47.550225,,1,1
225,13,Sol,Written,,2014-10-03,59,60,2016-11-05 17:43:47.687201,2016-11-05 17:43:47.761345,,1,1
